167,72
157,0
101,135
138,175
0,0
145,11
0,0
1,28
65,108
33,125
94,238
121,127
67,110
94,4
23,47
62,192
0,0
117,226
132,97
0,0
3,144
134,127
16,110
109,150
46,63
0,0
58,196
183,186
85,173
3,87
121,4
127,34
163,76
70,194
1,19
12,15
1,4
117,116
91,184
27,272
176,66
7,4
150,133
49,15
12,19
4,4
4,4
1,9
121,120
176,30
1,9
12,9
24,70
189,4
141,247
155,194
1,228
0,0
0,0
146,241
33,108
22,49
0,0
56,21
121,26
10,91
119,36
231,57
0,0
0,0
159,110
7,257
0,0
51,57
167,190
119,190
16,57
84,110
71,42
58,47
30,133
1,156
132,211
8,4
29,70
124,49
132,127
29,188
140,76
140,0
1,156
151,4
110,76
132,87
132,4
58,251
94,160
193,150
140,0
39,9
24,150
1,0
119,133
101,137
119,19
193,42
166,55
24,116
65,156
166,26
58,76
37,70
151,150
94,188
0,0
0,0
0,0
0,0
0,0
85,141
88,158
0,0
155,53
0,0
1,276
96,133
155,8
155,13
84,133
178,8
16,89
48,106
0,0
170,13
119,133
9,40
84,82
9,59
0,0
9,59
45,36
0,0
0,0
237,11
0,0
129,4
98,97
167,78
108,249
0,0
100,175
7,169
0,0
0,0
0,0
0,0
115,169
1,72
0,0
0,0
113,230
0,0
0,0
0,0
0,0
98,194
117,184
168,2
70,36
0,0
37,42
70,194
163,116
113,179
169,2
91,156
134,93
47,477
11,137
199,13
77,236
0,0
11,247
103,230
31,247
10,99
13,100
73,200
77,184
188,177
0,0
174,6
0,0
128,137
0,0
153,4
1,93
115,160
159,200
167,0
162,245
162,66
167,6
4,150
185,9
237,19
229,19
0,0
0,0
214,156
149,137
37,82
42,87
28,247
7,97
0,0
0,0
0,0
115,135
142,184
0,0
0,0
79,163
142,141
30,125
60,97
0,0
0,0
115,245
132,184
0,0
0,0
25,76
145,108
208,29
105,148
48,175
77,247
0,0
0,0
0,0
142,226
0,0
63,171
0,0
64,175
0,0
0,0
115,236
0,0
163,7
0,0
0,0
0,0
64,40
105,2
106,154
0,0
64,95
106,154
132,2
73,17
0,0
115,137
132,154
0,0
141,19
235,23
28,175
184,171
127,61
28,89
84,213
119,144
0,110
0,0
127,80
143,219
0,0
77,141
6,70
98,141
0,0
0,0
144,215
63,177
100,259
48,78
153,198
56,21
0,0
201,11
51,116
243,34
123,232
157,137
138,110
102,137
65,106
115,106
86,55
186,17
0,0
0,0
142,245
33,70
12,42
121,104
0,0
79,163
94,0
124,135
0,0
108,409
67,135
160,224
117,217
134,9
122,15
101,116
29,19
50,245
150,466
29,13
35,19
35,19
167,184
129,19
0,0
167,207
0,0
60,177
0,0
86,253
0,0
172,68
50,28
86,165
79,28
0,0
18,144
123,55
0,0
170,15
159,116
16,55
32,148
26,68
5,198
149,247
0,0
79,133
23,40
66,154
86,257
75,198
0,0
58,68
60,61
117,253
50,17
0,0
18,209
136,160
16,181
60,127
87,133
39,82
149,2
110,243
110,13
11,82
16,55
237,2
11,198
185,127
0,0
11,89
18,160
0,0
98,285
157,45
92,186
149,28
75,28
138,13
0,0
0,0
115,110
0,0
0,0
73,11
0,0
65,165
81,133
138,110
117,247
231,394
5,205
44,148
18,23
123,89
92,127
0,0
32,257
33,78
212,64
123,148
0,0
122,137
123,15
149,15
237,40
1,160
176,15
0,0
39,192
153,181
0,0
60,17
150,116
102,160
0,0
4,167
168,21
1,49
144,0
147,0
31,61
0,0
180,4
159,0
0,0
60,66
18,21
0,0
231,4
39,21
0,0
96,228
96,139
60,167
231,4
1,78
231,4
225,21
73,78
60,156
189,4
30,251
147,4
0,0
153,0
108,11
96,318
86,133
26,55
172,99
60,34
11,175
75,175
50,68
186,2
0,0
0,0
159,116
0,0
60,192
44,13
172,2
102,133
117,171
23,127
123,144
138,209
58,17
71,192
1,72
145,21
101,4
123,181
130,160
0,0
115,247
132,120
170,40
0,0
176,318
66,127
0,0
153,226
143,198
102,137
10,61
10,247
138,110
87,127
0,0
60,133
185,99
1,78
23,61
0,0
0,0
0,0
75,23
0,0
0,0
32,257
11,175
180,192
0,0
197,28
0,0
138,110
11,291
98,253
122,236
110,127
81,175
110,23
32,61
16,106
153,232
87,28
130,219
144,219
107,247
86,13
136,7
71,45
71,270
161,108
27,34
27,91
0,0
0,0
0,0
81,15
81,4
4,72
96,152
0,0
0,0
12,51
226,4
108,15
1,51
122,198
81,148
191,4
167,4
42,11
0,0
0,0
0,0
56,238
45,253
0,0
143,78
0,0
115,127
136,2
58,55
75,106
110,226
157,192
102,154
0,0
0,0
0,0
138,82
149,34
0,0
39,175
0,0
141,11
0,0
206,4
149,38
176,122
153,127
4,255
155,38
144,127
100,620
0,0
16,209
191,165
0,0
123,188
1,72
176,93
1,160
159,45
4,99
134,177
206,89
237,21
129,4
48,72
4,255
123,49
0,0
110,165
130,2
115,127
56,0
0,0
62,116
47,236
161,181
56,47
125,165
153,23
24,47
125,0
0,0
71,137
32,7
157,23
109,171
110,116
0,0
182,23
0,0
83,0
166,0
149,148
63,198
0,0
1,129
123,228
159,78
0,0
0,0
79,181
0,0
41,30
94,89
98,196
0,0
107,19
136,30
73,179
56,23
0,0
20,63
106,133
0,0
0,0
106,63
49,207
0,0
136,99
0,0
3,137
140,116
166,15
0,0
0,0
0,0
226,9
115,150
146,55
65,222
1,160
130,76
167,93
0,0
130,177
151,0
176,13
187,66
81,17
81,165
117,171
157,198
45,110
0,0
144,154
45,51
136,19
5,137
94,160
45,120
157,226
123,154
144,219
144,232
117,160
39,40
44,55
71,99
84,215
105,21
100,0
138,4
27,169
94,21
159,192
0,0
141,28
167,68
1,175
1,243
4,97
123,72
141,205
0,0
167,97
195,4
159,0
201,21
174,45
141,222
195,160
144,61
0,0
162,45
12,55
153,0
191,188
1,255
16,82
0,0
64,49
141,205
71,238
141,228
129,15
50,236
130,19
153,61
0,0
143,29
44,40
143,209
144,2
153,95
107,99
94,82
0,0
159,116
0,0
159,17
159,99
0,0
16,291
110,236
153,110
0,0
102,243
227,13
45,209
143,198
0,0
176,34
54,133
102,116
0,0
45,154
44,127
170,15
165,15
11,270
176,13
54,61
130,40
0,0
136,13
26,72
71,13
1,175
193,34
79,205
94,243
237,61
54,257
10,133
71,154
44,205
10,72
149,198
172,181
107,154
207,15
81,78
164,28
0,0
157,2
186,171
98,2
0,0
0,0
123,270
144,13
115,23
0,0
66,243
159,99
130,17
117,154
164,175
107,224
11,241
182,8
153,4
176,15
0,0
182,36
187,32
197,141
115,112
153,207
25,177
70,0
107,26
54,19
161,13
167,8
85,184
128,15
123,171
157,141
144,148
16,247
214,112
231,82
122,17
94,175
122,137
123,160
37,165
144,99
92,160
1,68
164,181
138,213
0,0
180,55
136,23
54,253
122,154
130,15
149,61
0,0
164,28
164,19
172,17
136,154
66,219
54,160
157,192
207,137
45,148
87,175
144,120
0,0
0,0
87,154
180,181
0,0
0,0
1,61
122,133
44,219
117,2
130,2
164,192
122,7
0,0
122,148
31,78
60,175
153,51
102,175
92,192
117,2
164,116
32,51
0,0
5,110
123,154
26,116
0,0
185,171
176,82
107,165
102,133
0,0
138,213
87,165
122,34
26,116
110,171
0,0
149,55
0,0
0,0
165,205
75,243
4,63
1,148
147,141
63,0
85,135
85,245
69,173
129,6
48,15
157,63
105,9
0,0
12,257
85,245
43,196
150,76
63,4
1,251
0,0
138,127
149,55
159,40
39,89
0,0
138,120
31,68
32,51
0,0
44,13
37,247
107,2
81,253
16,270
117,181
138,219
0,0
0,0
10,205
127,55
142,40
157,28
240,0
23,264
157,17
138,122
32,188
0,0
132,133
134,66
163,72
183,23
0,0
0,0
132,122
0,0
0,0
0,0
153,34
138,89
0,0
168,89
0,0
0,0
0,0
109,247
115,8
77,127
159,19
51,2
92,116
155,8
7,7
167,8
115,23
134,7
12,13
56,188
4,40
64,127
1,8
231,0
51,13
7,0
33,150
141,0
1,127
7,7
162,40
7,47
1,144
180,13
136,61
89,177
113,125
0,0
0,0
1,228
0,0
0,0
0,0
164,23
143,118
121,45
0,0
0,0
39,34
0,0
172,192
0,0
79,181
0,0
0,0
159,40
0,0
132,89
0,0
0,0
144,23
5,78
0,0
172,144
11,95
58,181
153,106
0,0
11,312
144,13
149,89
117,144
132,171
0,0
117,120
0,0
44,34
132,127
143,110
165,51
107,110
0,0
197,17
111,135
85,2
84,169
121,175
14,141
0,0
127,163
0,0
0,0
126,15
204,8
106,163
160,34
142,146
27,85
27,61
49,23
127,169
241,13
0,0
163,7
27,141
54,57
94,108
132,61
54,192
6,203
22,304
0,0
134,25
132,108
106,696
132,2
73,112
0,0
0,0
127,125
0,0
141,15
0,0
141,2
174,28
0,0
111,57
18,61
0,0
111,34
58,203
28,179
115,125
0,0
12,177
0,0
73,87
0,0
94,167
1,257
0,0
37,99
180,190
170,15
0,0
92,4
180,177
134,11
12,264
0,0
0,0
0,0
1,184
141,219
0,0
144,34
0,0
0,0
191,15
167,0
0,0
16,268
151,93
0,0
153,99
151,87
29,110
153,4
0,0
161,66
191,177
64,36
0,0
0,0
155,47
0,0
94,179
113,148
0,0
0,0
92,169
0,0
201,152
43,57
141,70
58,26
149,125
0,0
9,11
134,129
148,97
27,15
147,129
22,4
51,40
12,34
206,91
1,21
71,129
9,15
56,28
94,15
140,11
1,289
1,34
42,198
162,4
1,21
9,0
48,91
94,4
65,169
4,28
9,4
4,34
237,4
0,0
62,217
151,30
3,137
0,0
193,93
202,19
23,126
3,66
146,19
77,4
29,49
0,0
146,36
0,0
18,42
155,34
92,158
191,80
0,0
18,203
7,30
22,80
12,101
167,118
159,135
167,85
7,253
170,2
149,0
201,148
115,186
200,7
12,57
0,0
153,152
7,213
18,7
42,209
180,118
170,34
149,224
79,253
188,392
122,173
191,59
44,384
5,13
117,135
132,179
159,40
117,2
5,13
115,112
164,125
1,26
11,251
172,59
50,26
1,53
106,163
0,0
0,0
142,230
0,0
79,125
0,0
0,0
64,131
1,85
1,91
0,0
14,61
0,0
0,0
87,66
117,171
52,32
31,49
30,21
111,66
0,0
0,0
168,17
0,0
0,0
0,0
0,0
153,15
52,150
67,95
25,251
1,101
111,125
115,163
0,0
0,0
7,91
84,91
121,141
0,0
189,51
0,0
115,163
85,156
0,0
22,74
155,101
90,146
169,40
84,247
54,34
0,0
0,0
39,203
141,23
58,74
0,0
27,112
126,108
0,0
148,7
0,0
134,135
153,85
54,253
141,85
111,2
49,118
98,131
0,0
0,0
126,57
94,108
63,125
142,108
0,0
85,13
0,0
0,0
94,2
14,74
115,85
0,0
14,186
6,78
22,68
0,0
49,85
77,7
58,47
0,0
77,186
73,163
94,2
127,125
6,169
0,0
49,257
132,114
0,0
172,34
153,213
157,63
119,91
18,163
212,148
161,74
94,129
145,97
151,91
0,0
68,51
62,57
166,57
0,0
77,152
104,163
0,0
124,135
0,0
94,274
136,47
50,47
77,91
161,47
47,91
11,0
11,6
44,0
3,57
229,70
101,6
3,196
98,234
47,9
145,9
146,40
89,196
166,6
11,9
24,42
3,200
32,47
11,9
65,55
16,93
0,0
145,0
0,0
23,194
166,55
1,49
151,38
140,38
146,144
8,255
62,154
182,137
0,0
115,32
161,21
132,61
50,122
0,0
68,55
0,0
0,0
0,0
1,51
101,0
193,66
0,0
71,17
0,0
39,34
153,40
16,55
44,7
0,0
0,0
140,13
0,0
11,150
132,110
68,6
18,200
125,55
47,160
0,0
0,0
98,6
101,19
146,82
98,99
109,49
140,42
0,0
115,228
22,163
94,253
77,270
134,112
111,40
126,8
163,108
85,152
142,101
0,0
141,8
126,40
147,23
226,28
169,2
48,192
134,118
126,85
127,131
7,57
100,156
0,0
106,118
0,0
134,118
111,152
106,125
27,97
1,156
0,0
100,108
48,192
127,8
160,13
0,0
18,192
126,15
0,0
35,135
155,13
0,0
49,186
134,163
155,112
142,29
14,274
0,0
0,0
0,0
73,207
193,23
69,135
0,0
0,0
0,0
94,156
0,0
1,118
241,7
121,47
0,0
84,112
105,8
155,125
73,253
0,0
142,2
0,0
85,146
48,40
0,0
141,2
0,0
0,0
160,2
169,192
84,169
85,129
0,0
37,135
73,15
0,0
113,169
0,0
0,0
100,108
0,0
0,0
159,21
7,129
0,0
0,0
30,91
0,0
27,68
0,0
129,215
195,97
0,0
0,0
123,129
113,184
18,200
0,0
180,15
98,224
0,0
7,171
180,8
4,148
153,141
0,0
176,4
180,21
0,0
195,21
22,241
134,230
185,15
33,30
73,171
141,21
0,0
0,0
92,141
0,0
1,51
138,118
58,34
94,158
0,0
0,0
73,72
98,15
0,0
0,0
0,0
115,108
79,129
141,181
101,112
144,11
105,91
113,192
0,0
1,198
0,0
0,0
64,158
113,133
172,26
130,156
115,133
150,150
193,19
20,19
65,173
3,198
0,0
86,21
115,169
151,68
125,158
16,85
0,0
176,192
157,4
0,0
0,0
98,165
172,34
145,588
1,40
70,196
56,26
143,82
91,156
14,179
136,127
14,179
28,0
115,133
77,173
0,0
5,38
180,0
167,55
0,0
108,120
71,42
11,42
134,19
144,99
75,116
39,137
138,150
167,127
11,251
170,106
8,99
144,6
186,9
180,0
107,156
8,188
201,144
81,26
170,0
94,137
0,0
0,0
68,19
50,85
178,19
115,57
119,7
119,163
44,148
65,163
157,203
101,125
151,101
145,198
124,34
3,148
37,91
193,158
100,101
71,186
155,97
4,198
64,68
0,0
94,141
92,72
0,0
0,0
134,152
134,4
0,0
30,129
134,118
0,0
23,69
108,125
0,0
102,110
115,82
218,150
31,133
79,150
88,171
37,133
151,200
0,0
81,144
37,245
146,70
37,13
0,0
153,85
48,26
153,49
220,141
90,4
162,101
0,0
0,0
168,21
43,95
0,0
0,0
191,6
195,148
117,38
0,0
0,0
92,36
56,93
33,66
89,59
8,171
62,251
0,0
0,0
102,92
166,144
98,120
110,133
136,4
83,101
65,165
0,0
58,181
3,129
153,40
77,158
101,21
110,141
104,125
125,97
161,215
8,186
65,169
3,40
3,112
104,108
0,0
0,0
94,125
157,9
11,42
138,108
0,0
0,0
0,0
1,262
138,9
0,0
148,6
77,205
91,148
0,0
1,257
10,257
96,156
132,219
0,0
0,0
141,93
0,0
169,6
27,30
16,194
168,120
0,0
27,245
28,106
183,228
138,116
183,76
18,4
105,222
235,82
136,30
37,26
0,0
84,144
0,0
129,150
115,76
113,110
138,76
0,0
134,26
1,194
105,133
0,0
170,76
0,0
180,184
1,57
84,156
16,30
18,104
73,207
56,167
242,70
129,156
170,13
0,0
1,63
33,63
